"","paper_no","author","term","n","total"
"30072",26,"Hamilton","alarm",1,2373
"30073",26,"Hamilton","allies",1,2373
"30074",26,"Hamilton","alluded",1,2373
"30075",26,"Hamilton","alone",1,2373
"30076",26,"Hamilton","along",1,2373
"30077",26,"Hamilton","already",1,2373
"30078",26,"Hamilton","altogether",1,2373
"30079",26,"Hamilton","am",1,2373
"30080",26,"Hamilton","ambiguity",1,2373
"30081",26,"Hamilton","ameliorate",1,2373
"30082",26,"Hamilton","amiss",1,2373
"30083",26,"Hamilton","among",1,2373
"30084",26,"Hamilton","anarchy",1,2373
"30085",26,"Hamilton","announced",1,2373
"30086",26,"Hamilton","anywhere",1,2373
"30087",26,"Hamilton","appear",1,2373
"30088",26,"Hamilton","appearance",1,2373
"30089",26,"Hamilton","applicable",1,2373
"30090",26,"Hamilton","apprehended",1,2373
"30091",26,"Hamilton","apprise",1,2373
"30092",26,"Hamilton","appropriation",1,2373
"30093",26,"Hamilton","appropriations",1,2373
"30094",26,"Hamilton","ardent",1,2373
"30095",26,"Hamilton","argued",1,2373
"30096",26,"Hamilton","arise",1,2373
"30097",26,"Hamilton","arm",1,2373
"30098",26,"Hamilton","arraign",1,2373
"30099",26,"Hamilton","asked",1,2373
"30100",26,"Hamilton","assail",1,2373
"30101",26,"Hamilton","assemblies",1,2373
"30102",26,"Hamilton","asserted",1,2373
"30103",26,"Hamilton","assigned",1,2373
"30104",26,"Hamilton","atrocious",1,2373
"30105",26,"Hamilton","attracted",1,2373
"30106",26,"Hamilton","augmenting",1,2373
"30107",26,"Hamilton","auxiliary",1,2373
"30108",26,"Hamilton","avoid",1,2373
"30109",26,"Hamilton","awake",1,2373
"30110",26,"Hamilton","aware",1,2373
"30111",26,"Hamilton","awe",1,2373
"30112",26,"Hamilton","barons",1,2373
"30113",26,"Hamilton","becomes",1,2373
"30114",26,"Hamilton","best",1,2373
"30115",26,"Hamilton","biennial",1,2373
"30116",26,"Hamilton","bodies",1,2373
"30117",26,"Hamilton","bold",1,2373
"30118",26,"Hamilton","boundary",1,2373
"30119",26,"Hamilton","bounds",1,2373
"30120",26,"Hamilton","britain",1,2373
"30121",26,"Hamilton","calamities",1,2373
"30122",26,"Hamilton","call",1,2373
"30123",26,"Hamilton","cannot",1,2373
"30124",26,"Hamilton","carolina",1,2373
"30125",26,"Hamilton","case",1,2373
"30126",26,"Hamilton","cautionary",1,2373
"30127",26,"Hamilton","cautious",1,2373
"30128",26,"Hamilton","cease",1,2373
"30129",26,"Hamilton","celebrated",1,2373
"30130",26,"Hamilton","certain",1,2373
"30131",26,"Hamilton","charles",1,2373
"30132",26,"Hamilton","chimerical",1,2373
"30133",26,"Hamilton","circumstance",1,2373
"30134",26,"Hamilton","civil",1,2373
"30135",26,"Hamilton","clear",1,2373
"30136",26,"Hamilton","colorable",1,2373
"30137",26,"Hamilton","combat",1,2373
"30138",26,"Hamilton","combines",1,2373
"30139",26,"Hamilton","come",1,2373
"30140",26,"Hamilton","comes",1,2373
"30141",26,"Hamilton","commence",1,2373
"30142",26,"Hamilton","common",1,2373
"30143",26,"Hamilton","comparison",1,2373
"30144",26,"Hamilton","compatible",1,2373
"30145",26,"Hamilton","completely",1,2373
"30146",26,"Hamilton","concealment",1,2373
"30147",26,"Hamilton","conceive",1,2373
"30148",26,"Hamilton","concerns",1,2373
"30149",26,"Hamilton","concisely",1,2373
"30150",26,"Hamilton","condemned",1,2373
"30151",26,"Hamilton","confederates",1,2373
"30152",26,"Hamilton","conflict",1,2373
"30153",26,"Hamilton","connected",1,2373
"30154",26,"Hamilton","conquest",1,2373
"30155",26,"Hamilton","consequence",1,2373
"30156",26,"Hamilton","considerable",1,2373
"30157",26,"Hamilton","consisted",1,2373
"30158",26,"Hamilton","constantly",1,2373
"30159",26,"Hamilton","construction",1,2373
"30160",26,"Hamilton","contained",1,2373
"30161",26,"Hamilton","contemplation",1,2373
"30162",26,"Hamilton","contend",1,2373
"30163",26,"Hamilton","contingency",1,2373
"30164",26,"Hamilton","continued",1,2373
"30165",26,"Hamilton","contrary",1,2373
"30166",26,"Hamilton","correcting",1,2373
"30167",26,"Hamilton","counted",1,2373
"30168",26,"Hamilton","countenance",1,2373
"30169",26,"Hamilton","counties",1,2373
"30170",26,"Hamilton","countries",1,2373
"30171",26,"Hamilton","created",1,2373
"30172",26,"Hamilton","creed",1,2373
"30173",26,"Hamilton","criminate",1,2373
"30174",26,"Hamilton","crown",1,2373
"30175",26,"Hamilton","cure",1,2373
"30176",26,"Hamilton","dangers",1,2373
"30177",26,"Hamilton","deceived",1,2373
"30178",26,"Hamilton","decide",1,2373
"30179",26,"Hamilton","decision",1,2373
"30180",26,"Hamilton","declamation",1,2373
"30181",26,"Hamilton","declarations",1,2373
"30182",26,"Hamilton","deemed",1,2373
"30183",26,"Hamilton","deep",1,2373
"30184",26,"Hamilton","defensive",1,2373
"30185",26,"Hamilton","degrees",1,2373
"30186",26,"Hamilton","delegated",1,2373
"30187",26,"Hamilton","delegating",1,2373
"30188",26,"Hamilton","deliberate",1,2373
"30189",26,"Hamilton","delicate",1,2373
"30190",26,"Hamilton","demand",1,2373
"30191",26,"Hamilton","department",1,2373
"30192",26,"Hamilton","departure",1,2373
"30193",26,"Hamilton","depress",1,2373
"30194",26,"Hamilton","derive",1,2373
"30195",26,"Hamilton","design",1,2373
"30196",26,"Hamilton","desire",1,2373
"30197",26,"Hamilton","destruction",1,2373
"30198",26,"Hamilton","detect",1,2373
"30199",26,"Hamilton","different",1,2373
"30200",26,"Hamilton","discerning",1,2373
"30201",26,"Hamilton","discernment",1,2373
"30202",26,"Hamilton","discontent",1,2373
"30203",26,"Hamilton","discovery",1,2373
"30204",26,"Hamilton","discretion",1,2373
"30205",26,"Hamilton","discussion",1,2373
"30206",26,"Hamilton","dispense",1,2373
"30207",26,"Hamilton","disregard",1,2373
"30208",26,"Hamilton","disunion",1,2373
"30209",26,"Hamilton","disunited",1,2373
"30210",26,"Hamilton","divide",1,2373
"30211",26,"Hamilton","doctrines",1,2373
"30212",26,"Hamilton","domestic",1,2373
"30213",26,"Hamilton","done",1,2373
"30214",26,"Hamilton","doubt",1,2373
"30215",26,"Hamilton","doubted",1,2373
"30216",26,"Hamilton","due",1,2373
"30217",26,"Hamilton","duration",1,2373
"30218",26,"Hamilton","easy",1,2373
"30219",26,"Hamilton","effect",1,2373
"30220",26,"Hamilton","effected",1,2373
"30221",26,"Hamilton","efficacy",1,2373
"30222",26,"Hamilton","elections",1,2373
"30223",26,"Hamilton","elevated",1,2373
"30224",26,"Hamilton","else",1,2373
"30225",26,"Hamilton","embarrass",1,2373
"30226",26,"Hamilton","enable",1,2373
"30227",26,"Hamilton","encroachments",1,2373
"30228",26,"Hamilton","end",1,2373
"30229",26,"Hamilton","endanger",1,2373
"30230",26,"Hamilton","england",1,2373
"30231",26,"Hamilton","enlightened",1,2373
"30232",26,"Hamilton","equal",1,2373
"30233",26,"Hamilton","especially",1,2373
"30234",26,"Hamilton","essential",1,2373
"30235",26,"Hamilton","established",1,2373
"30236",26,"Hamilton","europe",1,2373
"30237",26,"Hamilton","ever",1,2373
"30238",26,"Hamilton","examine",1,2373
"30239",26,"Hamilton","exceed",1,2373
"30240",26,"Hamilton","excess",1,2373
"30241",26,"Hamilton","excluding",1,2373
"30242",26,"Hamilton","execution",1,2373
"30243",26,"Hamilton","expedients",1,2373
"30244",26,"Hamilton","expression",1,2373
"30245",26,"Hamilton","extended",1,2373
"30246",26,"Hamilton","extensive",1,2373
"30247",26,"Hamilton","extent",1,2373
"30248",26,"Hamilton","extinct",1,2373
"30249",26,"Hamilton","extravagant",1,2373
"30250",26,"Hamilton","extreme",1,2373
"30251",26,"Hamilton","extremes",1,2373
"30252",26,"Hamilton","face",1,2373
"30253",26,"Hamilton","fact",1,2373
"30254",26,"Hamilton","failure",1,2373
"30255",26,"Hamilton","fairly",1,2373
"30256",26,"Hamilton","favor",1,2373
"30257",26,"Hamilton","favorable",1,2373
"30258",26,"Hamilton","federal",1,2373
"30259",26,"Hamilton","few",1,2373
"30260",26,"Hamilton","follow",1,2373
"30261",26,"Hamilton","forborne",1,2373
"30262",26,"Hamilton","forces",1,2373
"30263",26,"Hamilton","foreign",1,2373
"30264",26,"Hamilton","formal",1,2373
"30265",26,"Hamilton","formed",1,2373
"30266",26,"Hamilton","former",1,2373
"30267",26,"Hamilton","forms",1,2373
"30268",26,"Hamilton","fortified",1,2373
"30269",26,"Hamilton","forward",1,2373
"30270",26,"Hamilton","framed",1,2373
"30271",26,"Hamilton","fully",1,2373
"30272",26,"Hamilton","funds",1,2373
"30273",26,"Hamilton","future",1,2373
"30274",26,"Hamilton","garrisons",1,2373
"30275",26,"Hamilton","give",1,2373
"30276",26,"Hamilton","gradually",1,2373
"30277",26,"Hamilton","greater",1,2373
"30278",26,"Hamilton","greatest",1,2373
"30279",26,"Hamilton","guard",1,2373
"30280",26,"Hamilton","guardians",1,2373
"30281",26,"Hamilton","guards",1,2373
"30282",26,"Hamilton","habits",1,2373
"30283",26,"Hamilton","hands",1,2373
"30284",26,"Hamilton","happened",1,2373
"30285",26,"Hamilton","happy",1,2373
"30286",26,"Hamilton","hardly",1,2373
"30287",26,"Hamilton","high",1,2373
"30288",26,"Hamilton","highest",1,2373
"30289",26,"Hamilton","him",1,2373
"30290",26,"Hamilton","honest",1,2373
"30291",26,"Hamilton","house",1,2373
"30292",26,"Hamilton","houses",1,2373
"30293",26,"Hamilton","however",1,2373
"30294",26,"Hamilton","implied",1,2373
"30295",26,"Hamilton","impolitic",1,2373
"30296",26,"Hamilton","important",1,2373
"30297",26,"Hamilton","impossible",1,2373
"30298",26,"Hamilton","impracticable",1,2373
"30299",26,"Hamilton","impression",1,2373
"30300",26,"Hamilton","imprudent",1,2373
"30301",26,"Hamilton","imputation",1,2373
"30302",26,"Hamilton","incautious",1,2373
"30303",26,"Hamilton","incident",1,2373
"30304",26,"Hamilton","inclination",1,2373
"30305",26,"Hamilton","inconveniences",1,2373
"30306",26,"Hamilton","increased",1,2373
"30307",26,"Hamilton","inculcate",1,2373
"30308",26,"Hamilton","independent",1,2373
"30309",26,"Hamilton","indispensable",1,2373
"30310",26,"Hamilton","induce",1,2373
"30311",26,"Hamilton","infect",1,2373
"30312",26,"Hamilton","infinitely",1,2373
"30313",26,"Hamilton","inhabitants",1,2373
"30314",26,"Hamilton","injudicious",1,2373
"30315",26,"Hamilton","inroads",1,2373
"30316",26,"Hamilton","instant",1,2373
"30317",26,"Hamilton","instead",1,2373
"30318",26,"Hamilton","institutions",1,2373
"30319",26,"Hamilton","insurrection",1,2373
"30320",26,"Hamilton","interdiction",1,2373
"30321",26,"Hamilton","interpreted",1,2373
"30322",26,"Hamilton","introduced",1,2373
"30323",26,"Hamilton","invasion",1,2373
"30324",26,"Hamilton","invective",1,2373
"30325",26,"Hamilton","itself",1,2373
"30326",26,"Hamilton","james",1,2373
"30327",26,"Hamilton","jealousy",1,2373
"30328",26,"Hamilton","jeopardy",1,2373
"30329",26,"Hamilton","judging",1,2373
"30330",26,"Hamilton","judgment",1,2373
"30331",26,"Hamilton","justly",1,2373
"30332",26,"Hamilton","kind",1,2373
"30333",26,"Hamilton","law",1,2373
"30334",26,"Hamilton","league",1,2373
"30335",26,"Hamilton","less",1,2373
"30336",26,"Hamilton","levelled",1,2373
"30337",26,"Hamilton","list",1,2373
"30338",26,"Hamilton","magistrate",1,2373
"30339",26,"Hamilton","magnitude",1,2373
"30340",26,"Hamilton","making",1,2373
"30341",26,"Hamilton","manage",1,2373
"30342",26,"Hamilton","many",1,2373
"30343",26,"Hamilton","marks",1,2373
"30344",26,"Hamilton","material",1,2373
"30345",26,"Hamilton","mature",1,2373
"30346",26,"Hamilton","mean",1,2373
"30347",26,"Hamilton","means",1,2373
"30348",26,"Hamilton","meditated",1,2373
"30349",26,"Hamilton","memorable",1,2373
"30350",26,"Hamilton","men",1,2373
"30351",26,"Hamilton","menace",1,2373
"30352",26,"Hamilton","mentioned",1,2373
"30353",26,"Hamilton","merely",1,2373
"30354",26,"Hamilton","might",1,2373
"30355",26,"Hamilton","militia",1,2373
"30356",26,"Hamilton","mind",1,2373
"30357",26,"Hamilton","mistaken",1,2373
"30358",26,"Hamilton","mode",1,2373
"30359",26,"Hamilton","moment",1,2373
"30360",26,"Hamilton","most",1,2373
"30361",26,"Hamilton","naturally",1,2373
"30362",26,"Hamilton","nature",1,2373
"30363",26,"Hamilton","nay",1,2373
"30364",26,"Hamilton","necessity",1,2373
"30365",26,"Hamilton","neither",1,2373
"30366",26,"Hamilton","never",1,2373
"30367",26,"Hamilton","nor",1,2373
"30368",26,"Hamilton","norman",1,2373
"30369",26,"Hamilton","north",1,2373
"30370",26,"Hamilton","nothing",1,2373
"30371",26,"Hamilton","numerous",1,2373
"30372",26,"Hamilton","objection",1,2373
"30373",26,"Hamilton","obliged",1,2373
"30374",26,"Hamilton","obtain",1,2373
"30375",26,"Hamilton","occasions",1,2373
"30376",26,"Hamilton","offensive",1,2373
"30377",26,"Hamilton","operate",1,2373
"30378",26,"Hamilton","operation",1,2373
"30379",26,"Hamilton","opponents",1,2373
"30380",26,"Hamilton","opportunity",1,2373
"30381",26,"Hamilton","opposition",1,2373
"30382",26,"Hamilton","orange",1,2373
"30383",26,"Hamilton","order",1,2373
"30384",26,"Hamilton","owe",1,2373
"30385",26,"Hamilton","paid",1,2373
"30386",26,"Hamilton","parliament",1,2373
"30387",26,"Hamilton","part",1,2373
"30388",26,"Hamilton","parted",1,2373
"30389",26,"Hamilton","parties",1,2373
"30390",26,"Hamilton","patriots",1,2373
"30391",26,"Hamilton","patronized",1,2373
"30392",26,"Hamilton","perfectly",1,2373
"30393",26,"Hamilton","permanent",1,2373
"30394",26,"Hamilton","persevered",1,2373
"30395",26,"Hamilton","person",1,2373
"30396",26,"Hamilton","persuasion",1,2373
"30397",26,"Hamilton","pitch",1,2373
"30398",26,"Hamilton","placed",1,2373
"30399",26,"Hamilton","points",1,2373
"30400",26,"Hamilton","politic",1,2373
"30401",26,"Hamilton","political",1,2373
"30402",26,"Hamilton","possessed",1,2373
"30403",26,"Hamilton","possession",1,2373
"30404",26,"Hamilton","possibility",1,2373
"30405",26,"Hamilton","powers",1,2373
"30406",26,"Hamilton","precaution",1,2373
"30407",26,"Hamilton","precise",1,2373
"30408",26,"Hamilton","presumable",1,2373
"30409",26,"Hamilton","presumptions",1,2373
"30410",26,"Hamilton","pretense",1,2373
"30411",26,"Hamilton","pretensions",1,2373
"30412",26,"Hamilton","prevalency",1,2373
"30413",26,"Hamilton","preventative",1,2373
"30414",26,"Hamilton","prince",1,2373
"30415",26,"Hamilton","private",1,2373
"30416",26,"Hamilton","privilege",1,2373
"30417",26,"Hamilton","produce",1,2373
"30418",26,"Hamilton","profound",1,2373
"30419",26,"Hamilton","progress",1,2373
"30420",26,"Hamilton","progressive",1,2373
"30421",26,"Hamilton","prohibition",1,2373
"30422",26,"Hamilton","prohibitory",1,2373
"30423",26,"Hamilton","projectors",1,2373
"30424",26,"Hamilton","proposed",1,2373
"30425",26,"Hamilton","prosperity",1,2373
"30426",26,"Hamilton","provided",1,2373
"30427",26,"Hamilton","providing",1,2373
"30428",26,"Hamilton","pulse",1,2373
"30429",26,"Hamilton","purposes",1,2373
"30430",26,"Hamilton","put",1,2373
"30431",26,"Hamilton","quell",1,2373
"30432",26,"Hamilton","quickened",1,2373
"30433",26,"Hamilton","quickly",1,2373
"30434",26,"Hamilton","raise",1,2373
"30435",26,"Hamilton","rather",1,2373
"30436",26,"Hamilton","ready",1,2373
"30437",26,"Hamilton","really",1,2373
"30438",26,"Hamilton","reasonably",1,2373
"30439",26,"Hamilton","rebellion",1,2373
"30440",26,"Hamilton","recall",1,2373
"30441",26,"Hamilton","reconcilable",1,2373
"30442",26,"Hamilton","rectify",1,2373
"30443",26,"Hamilton","recurs",1,2373
"30444",26,"Hamilton","referred",1,2373
"30445",26,"Hamilton","refinements",1,2373
"30446",26,"Hamilton","refused",1,2373
"30447",26,"Hamilton","regular",1,2373
"30448",26,"Hamilton","relax",1,2373
"30449",26,"Hamilton","remark",1,2373
"30450",26,"Hamilton","remarkable",1,2373
"30451",26,"Hamilton","repetition",1,2373
"30452",26,"Hamilton","repose",1,2373
"30453",26,"Hamilton","representative",1,2373
"30454",26,"Hamilton","requisite",1,2373
"30455",26,"Hamilton","reside",1,2373
"30456",26,"Hamilton","resist",1,2373
"30457",26,"Hamilton","resolution",1,2373
"30458",26,"Hamilton","resolve",1,2373
"30459",26,"Hamilton","resources",1,2373
"30460",26,"Hamilton","restraint",1,2373
"30461",26,"Hamilton","restrict",1,2373
"30462",26,"Hamilton","restrictions",1,2373
"30463",26,"Hamilton","rigid",1,2373
"30464",26,"Hamilton","roused",1,2373
"30465",26,"Hamilton","rulers",1,2373
"30466",26,"Hamilton","run",1,2373
"30467",26,"Hamilton","safely",1,2373
"30468",26,"Hamilton","same",1,2373
"30469",26,"Hamilton","schemes",1,2373
"30470",26,"Hamilton","seat",1,2373
"30471",26,"Hamilton","seem",1,2373
"30472",26,"Hamilton","seen",1,2373
"30473",26,"Hamilton","senate",1,2373
"30474",26,"Hamilton","sense",1,2373
"30475",26,"Hamilton","sensibility",1,2373
"30476",26,"Hamilton","sentiment",1,2373
"30477",26,"Hamilton","series",1,2373
"30478",26,"Hamilton","set",1,2373
"30479",26,"Hamilton","shown",1,2373
"30480",26,"Hamilton","silence",1,2373
"30481",26,"Hamilton","similar",1,2373
"30482",26,"Hamilton","simple",1,2373
"30483",26,"Hamilton","situated",1,2373
"30484",26,"Hamilton","solemn",1,2373
"30485",26,"Hamilton","sound",1,2373
"30486",26,"Hamilton","species",1,2373
"30487",26,"Hamilton","speculative",1,2373
"30488",26,"Hamilton","spirit",1,2373
"30489",26,"Hamilton","sprung",1,2373
"30490",26,"Hamilton","steering",1,2373
"30491",26,"Hamilton","stop",1,2373
"30492",26,"Hamilton","submission",1,2373
"30493",26,"Hamilton","subvert",1,2373
"30494",26,"Hamilton","successive",1,2373
"30495",26,"Hamilton","sufficient",1,2373
"30496",26,"Hamilton","superfluous",1,2373
"30497",26,"Hamilton","supplies",1,2373
"30498",26,"Hamilton","supposition",1,2373
"30499",26,"Hamilton","suppositions",1,2373
"30500",26,"Hamilton","suspicious",1,2373
"30501",26,"Hamilton","system",1,2373
"30502",26,"Hamilton","take",1,2373
"30503",26,"Hamilton","taking",1,2373
"30504",26,"Hamilton","teach",1,2373
"30505",26,"Hamilton","temperate",1,2373
"30506",26,"Hamilton","temperature",1,2373
"30507",26,"Hamilton","temporary",1,2373
"30508",26,"Hamilton","tendency",1,2373
"30509",26,"Hamilton","terms",1,2373
"30510",26,"Hamilton","think",1,2373
"30511",26,"Hamilton","thinking",1,2373
"30512",26,"Hamilton","though",1,2373
"30513",26,"Hamilton","thought",1,2373
"30514",26,"Hamilton","throne",1,2373
"30515",26,"Hamilton","through",1,2373
"30516",26,"Hamilton","thus",1,2373
"30517",26,"Hamilton","tone",1,2373
"30518",26,"Hamilton","took",1,2373
"30519",26,"Hamilton","topic",1,2373
"30520",26,"Hamilton","total",1,2373
"30521",26,"Hamilton","traced",1,2373
"30522",26,"Hamilton","traitor",1,2373
"30523",26,"Hamilton","transmitted",1,2373
"30524",26,"Hamilton","travel",1,2373
"30525",26,"Hamilton","triumphant",1,2373
"30526",26,"Hamilton","try",1,2373
"30527",26,"Hamilton","ultimate",1,2373
"30528",26,"Hamilton","unavailing",1,2373
"30529",26,"Hamilton","unavoidable",1,2373
"30530",26,"Hamilton","undefined",1,2373
"30531",26,"Hamilton","understood",1,2373
"30532",26,"Hamilton","unfit",1,2373
"30533",26,"Hamilton","union",1,2373
"30534",26,"Hamilton","unless",1,2373
"30535",26,"Hamilton","unlikely",1,2373
"30536",26,"Hamilton","unlimited",1,2373
"30537",26,"Hamilton","unsafe",1,2373
"30538",26,"Hamilton","unwise",1,2373
"30539",26,"Hamilton","utterly",1,2373
"30540",26,"Hamilton","valuable",1,2373
"30541",26,"Hamilton","variations",1,2373
"30542",26,"Hamilton","various",1,2373
"30543",26,"Hamilton","vast",1,2373
"30544",26,"Hamilton","vest",1,2373
"30545",26,"Hamilton","view",1,2373
"30546",26,"Hamilton","views",1,2373
"30547",26,"Hamilton","vigilant",1,2373
"30548",26,"Hamilton","visionary",1,2373
"30549",26,"Hamilton","voice",1,2373
"30550",26,"Hamilton","vote",1,2373
"30551",26,"Hamilton","warmth",1,2373
"30552",26,"Hamilton","warned",1,2373
"30553",26,"Hamilton","welfare",1,2373
"30554",26,"Hamilton","wellinformed",1,2373
"30555",26,"Hamilton","whatever",1,2373
"30556",26,"Hamilton","whenever",1,2373
"30557",26,"Hamilton","whether",1,2373
"30558",26,"Hamilton","whole",1,2373
"30559",26,"Hamilton","whom",1,2373
"30560",26,"Hamilton","wisely",1,2373
"30561",26,"Hamilton","wrought",1,2373
"30562",26,"Hamilton","yet",1,2373
"30563",26,"Hamilton","yield",1,2373
"30564",26,"Hamilton","york",1,2373
